Facility ID,County Name Of Facility Location,Facility Name,Facility Type,Phone Number,Permit Type,Email Address,Location Address Line 1,Location City,Location State,Location Zip Code,Full Address ,Mailing Address Line 1,Mailing City,Mailing State,Mailing Zip Code
23000445,Cleveland,CONNECTED KIDS CHILD DEVELOPMENT CENTER,,(704) 487-5792,Four Star Center License,jennyccarrington@yahoo.com,600 NORTH MORGAN STREET,SHELBY,NC,28150,,600 NORTH MORGAN STREET,SHELBY,NC,28150
23000452,Cleveland,LITTLE GEMS LEARNING ACADEMY,,(704) 313-7735,Four Star Center License,georgianaelise@yahoo.com,607 MCBRAYER HOMESTEAD ROAD,SHELBY,NC,28152,,,,NC,
23000456,Cleveland,PRECIOUS RUBIES,,(704) 300-9861,Three Star Center License,shibb28150@yahoo.com,800 SOUTH POST ROAD,SHELBY,NC,28152,,1414 CLEARBROOK DRIVE,SHELBY,NC,28150
23000458,Cleveland,"ANOINTED CHILDREN CHILDCARE ACADEMY, LLC",,(704) 419-2377,Five Star Center License,sharnelle05tate@yahoo.com,915 FALLSTON ROAD,SHELBY,NC,28150,,,,NC,
23000459,Cleveland,UNLIMITED PRAISE CHRISTIAN ACADEMY II,,(704) 481-7715,GS 110-106,chalkshelby@aol.com,706 JULIUS STREET,SHELBY,NC,28150,,,,NC,
23000461,Cleveland,PLAY PALACE,,(704) 482-3066,Temporary License,twamarie@yahoo.com,827 EARL ROAD,SHELBY,NC,28152,,PO BOX 1511,SHELBY,NC,28151
23000462,Cleveland,"KIDZ AT PLAY CHILD DEVELOPMENT CENTER, LLC",,(704) 406-9774,Temporary License,kidzatplay704@yahoo.com,509 EAST MARION STREET,SHELBY,NC,28150,,,,,
23000463,Cleveland,IT TAKES A VILLAGE,,(704) 750-4280,Five Star Center License,taksavil@aol.com,813 WEST KING STREET,KINGS MOUNTAIN,NC,28086,,,,,
23000465,Cleveland,"HANDS, HEARTS & HALOS CHILD CARE, LLC",,(980) 404-0704,Temporary License,thurmanc_87@yahoo.com,925 NORTH LAFAYETTE STREET,SHELBY,NC,28150,,,,NC,
23000466,Cleveland,"ABOVE & BEYOND LEARNING ACADEMY, LLC",,(704) 466-3584,Temporary License,abovebeyondacademy@gmail.com,1633 SOUTH LAFAYETTE STREET,SHELBY,NC,28152,,,,,
2355004,Cleveland,WESTVIEW BAPTIST DAY CARE CENTER,,(704) 487-6641,Three Star Center License,tsmith6kidz@yahoo.com,500 MELODY LANE,SHELBY,NC,28152,,,,NC,
2355013,Cleveland,FIRST BAPTIST CHURCH CHILD CARE,,(704) 482-3460,Five Star Center License,childcare@fbcshelby.org,120 NORTH LAFAYETTE STREET,SHELBY,NC,28150,,,,,
2355040,Cleveland,LA PETITE ACADEMY,,(704) 482-6819,Four Star Center License,7473@lapetite.com,1203 CHARLES ROAD,SHELBY,NC,28152,,,,,
24000012,Columbus,SOUTHEASTERN COMMUNITY COLLEGE CHILD DEV. CENTER,,(910) 642-7141,Five Star Center License,lynn.leonard@sccnc.edu,4564 CHADBOURN HWY,WHITEVILLE,NC,28472,,P  O  BOX 151,WHITEVILLE,NC,28472
24000077,Columbus,FARMER'S UNION DEVELOPMENTAL DAY CARE,,(910) 647-2291,Three Star Center License,gbryant54@yahoo.com,905 FARMERS UNION RD,CLARKTON,NC,28433,,PO BOX 383,CLARKTON,NC,28433
24000083,Columbus,KID KARE ACADEMY,,(910) 640-3818,Four Star Center License,kidkareacademy@centurylink.net,99 AO INMAN LANE,WHITEVILLE,NC,28472,,P O BOX 1256,WHITEVILLE,NC,28472
24000099,Columbus,KALEIDOSCOPE KIDZ,,(910) 640-2544,Five Star Center License,gwsanderson@embarqmail.com,1830 PRISON CAMP ROAD,WHITEVILLE,NC,28472,,,,,
24000108,Columbus,"PRECIOUS MINDS CHILD CARE, INC.",,(910) 654-3900,Four Star Center License,alainegp@embarqmail.com,123 HAYNES LENNON HIGHWAY,CERRO GORDO,NC,28430,,PO BOX 217,CERRO GORDO,NC,28430
24000110,Columbus,EVERGREEN ELEMENTARY PRE-K,,(910) 654-3502,Five Star Center License,gspaulding@columbus.k12.nc.us,7211 OLD 74 HIGHWAY,EVERGREEN,NC,28438,,,,,
24000111,Columbus,WHITEVILLE PRIMARY SCHOOL PRESCHOOL,,(910) 914-4161,Five Star Center License,kward@whiteville.k12.nc.us,805 BARBCREST AVENUE,WHITEVILLE,NC,28472,,,,,
24000114,Columbus,HALLSBORO/ARTESIA ELEMENTARY PRE-K,,(910) 646-3510,Five Star Center License,jgraham@columbus.k12.nc.us,1337 GILES BYRD ROAD,HALLSBORO,NC,28442,,,,NC,28442
24000115,Columbus,CERRO GORDO ELEMENTARY PRESCHOOL,,(910) 654-4250,Five Star Center License,klovett@columbus.k12.nc.us,7685 ANDREW JACKSON HIGHWAY,CERRO GORDO,NC,28430,,,,,
24000117,Columbus,WILLIAMS TOWNSHIP PRE-K,,(910) 653-3791,Five Star Center License,jspivey77unc@columbus.k12.nc.us,10400 JAMES B WHITE HWY SOUTH,WHITEVILLE,NC,28472,,,,,
24000118,Columbus,TABOR CITY ELEMENTARY PRE-K,,(910) 653-3618,Five Star Center License,tbrown@columbus.k12.nc.us,203 STAKE ROAD,TABOR CITY,NC,28463,,,,,
24000119,Columbus,CHADBOURN ELEMENTARY PRE-K,,(910) 654-3825,Five Star Center License,dshuman@columbus.k12.nc.us,409 EAST 3RD STREET,CHADBOURN,NC,28431,,,,,
24000121,Columbus,ACME-DELCO ELEMENTARY PRE-K,,(910) 655-2957,Five Star Center License,janethedrick@columbus.k12.nc.us,16337 OLD LAKE ROAD,RIEGELWOOD,NC,28456,,,,,
24000127,Columbus,GUIDEWAY ELEMENTARY PRE-K,,(910) 649-7179,Five Star Center License,,11570 SWAMP FOX HIGHWAY EAST,TABOR CITY,NC,28463,,,,NC,
24000131,Columbus,FAULK KIDLAND CHILDCARE CENTER,,(910) 653-2584,Five Star Center License,crcfaulk@yahoo.com,1545 SANDY PLAINS CHURCH ROAD,TABOR CITY,NC,28463,,,,,
24000133,Columbus,OLD DOCK ELEMENTARY,,(910) 642-2084,Five Star Center License,rjgore@columbus.k12.nc.us,12489 NEW BRITTON HWY EAST,WHITEVILLE,NC,28472,,,,,
24000141,Columbus,"OPENING DOORS PRESCHOOL II, INC.",,(910) 642-2460,Five Star Center License,rcreech1@ec.rr.com,201 SOUTH LEE STREET,WHITEVILLE,NC,28472,,,,,
24000143,Columbus,BRI'S CARING HEART CHILD CARE,,(910) 653-6530,Three Star Center License,melody_spivey@yahoo.com,406 NORTH WALL STREET,TABOR CITY,NC,28463,,,,,
24000146,Columbus,ENCHANTING TREE LEARNING CENTER,,(910) 642-5319,Three Star Center License,shontaclemmons@atmc.net,1779 NEW BRITTON HIGHWAY,WHITEVILLE,NC,28472,,,,,
24000148,Columbus,EDU-CARE PRESCHOOL CENTER #102,,(910) 654-4810,Five Star Center License,ronniehardwick@embarqmail.com,4881 CHADBOURN HIGHWAY,WHITEVILLE,NC,28472,,PO BOX 394,CHADBOURN,NC,28431
24000149,Columbus,EDU-CARE CENTER #103,,(910) 840-4584,Four Star Center License,ronniehardwick@embarqmail.com,5589 CHADBOURN HIGHWAY,CHADBOURN,NC,28431,,POST OFFICE BOX 394,CHADBOURN,NC,28431
24000153,Columbus,COLUMBUS CHRISTIAN ACADEMY PRESCHOOL,,(910) 642-6196,GS 110-106,,623 WARRIOR TRAIL,WHITEVILLE,NC,28472,,POST OFFICE BOX 1100,WHITEVILLE,NC,28472
24000154,Columbus,WHITEVILLE CENTER,,(910) 642-2902,Temporary License,rward@ecmhsp.org,84 A O INMAN LANE,WHITEVILLE,NC,28472,,,,,
2451328,Columbus,TRINITY BAPTIST DAY CARE,,(910) 642-7676,Four Star Center License,TBChildCare@Embarqmail.com,201 SOUTH THOMPSON ST,WHITEVILLE,NC,28472,,,,,
2455025,Columbus,TABOR CITY BAPTIST DAY CARE,,(910) 653-3261,GS 110-106,bullard.patsy@yahoo.com,104 LIVE OAK STREET,TABOR CITY,NC,28463,,,,,
2455045,Columbus,EDU-CARE PRESCHOOL CENTER,,(910) 653-5506,Five Star Center License,ronniehardwick@embarqmail.com,10741 JAMES B  WHITE HWY S,WHITEVILLE,NC,28472,,,,,
2455047,Columbus,MT. OLIVE HEAD START,,(910) 648-4860,Four Star Center License,mtolivehsc@scfsnc.org,5465 SILVER SPOON RD,WHITEVILLE,NC,28472,,,,,
2455050,Columbus,BEVERLY DAY CARE CORPORATION,,(910) 655-4653,Three Star Center License,ladytab@netzero.com,17125 SAM POTTS HWY,BOLTON,NC,28423,,,,,
2455063,Columbus,ANN'S DAY CARE,,(910) 642-6937,Three Star Center License,iaminhiscare@gmail.com,2656  SMYRNA ROAD,WHITEVILLE,NC,28472,,,,,
2455066,Columbus,RANSOM HEAD START CENTER,,(910) 655-4025,Four Star Center License,ransomhsc@scfsnc.org,2694 GENERAL HOWE HIGHWAY,RIEGELWOOD,NC,28456,,,,,
25000004,Craven,F.R. DANYUS CHILD DEVELOPMENT CENTER,,(252) 637-1700,Five Star Center License,connie.davis@coastalca.org,622 WEST STREET,NEW BERN,NC,28560,,PO BOX 729,NEWPORT,NC,28570
25000131,Craven,LITTLE BLESSINGS CHILDCARE,,(252) 636-0227,Five Star Center License,littleblessings89@gmail.com,2304 HWY 70 E,NEW BERN,NC,28560,,,,NC,
25000189,Craven,CHILDCARE NETWORK #74,,(252) 447-2709,Five Star Center License,cni74@cnikids.com,204 N SHEPARD STREET,HAVELOCK,NC,28532,,,,,
25000190,Craven,CHILDCARE NETWORK #75,,(252) 444-1809,Five Star Center License,cni75@cnikids.com,270 HWY 70 WEST,HAVELOCK,NC,28532,,,,,
25000193,Craven,CHILDCARE NETWORK #76,,(252) 636-3847,Five Star Center License,cni76@cnikids.com,3705 OLD CHERRY POINT RD,NEW BERN,NC,28560,,,,,
25000218,Craven,CHILD CARE NETWORK #77A,,(252) 638-2957,Five Star Center License,cni77@childcarenetwork.com,301 9TH STREET,NEW BERN,NC,28560,,,,,
25000277,Craven,ALL GOD'S CHILDREN CHILD CARE CENTER,,(252) 636-2711,Four Star Center License,youme238@hotmail.com,3018 ROANOKE AVE,NEW BERN,NC,28562,,,,,
25000307,Craven,CHILDCARE NETWORK 77 B SCHOOL AGE PROGRAM,,(252) 514-2414,Five Star Center License,cni77@childcarenetwork.com,2102 TRENT RD,NEW BERN,NC,28560,,301 NINTH ST,NEW BERN,NC,28560
25000329,Craven,OUR CHILDREN CHILD CARE,,(252) 244-2008,Four Star Center License,lisadawn1@suddenlink.net,8415 MAIN STREET,VANCEBORO,NC,28586,,PO BOX 310,VANCEBORO,NC,28586
25000372,Craven,THE KINDER HOUSE,,(252) 636-5437,Three Star Center License,thekinderhouseccc@yahoo.com,903 PINE TREE DRIVE,NEW BERN,NC,28562,,,,,
25000402,Craven,CORNERSTONE KIDZ,,(252) 633-0362,Five Star Center License,cornerstonekidz62@gmail.com,2304 HWY 70 EAST,NEW BERN,NC,28560,,,,NC,
25000409,Craven,"KIDDIE KOLLEGE LEARNING CENTER, INC",,(252) 633-1050,Five Star Center License,kiddiekollege@embarqmail.com,704 NEWMAN ROAD,NEW BERN,NC,28562,,,,,
25000418,Craven,EXCEL,,(252) 288-5181,Five Star Center License,excel1@excelkids.com,440 PIRATES ROAD,NEW BERN,NC,28561,,PO BOX 12886,NEW BERN,NC,28561
25000438,Craven,EXCEL II,,(252) 288-5181,Five Star Center License,excel2@excelkids.com,1120 COLONY DRIVE,NEW BERN,NC,28560,,PO BOX 12886,NEW BERN,NC,28561
25000476,Craven,EXCEL VI,,(252) 288-5181,Five Star Center License,excel6@excelkids.com,610 FONTANA BLVD,HAVELOCK,NC,28532,,PO BOX 12886,NEW BERN,NC,28561
25000490,Craven,EXCEL VII,,(252) 288-5181,Five Star Center License,excel7@excelkids.com,2610 NEUSE BLVD,NEW BERN,NC,28562,,PO BOX 12886,NEW BERN,NC,28561
25000498,Craven,CHILDCARE NETWORK #77C,,(252) 633-1222,Five Star Center License,cni77@childcarenetwork.com,2100 TRENT ROAD,NEW BERN,NC,28560,,301 9TH STREET,NEW BERN,NC,28560
25000505,Craven,CRAVEN-CHERRY POINT CHILD DEVELOPMENT CENTER,,(252) 447-3892,Five Star Center License,barbara.krcmar@eastersealsucp.com,200 WEBB BLVD,HAVELOCK,NC,28532,,P O BOX 629,HAVELOCK,NC,28532
25000512,Craven,CRAVEN COUNTY FAMILY LITERACY PROGRAM - JWS,,(252) 244-3225,Five Star Center License,renee.harrell@craven.k12.nc.us,148 KOONCETOWN ROAD,COVE CITY,NC,28523,,569 MCLAWHORN LANE,VANCEBORO,NC,28523
25000513,Craven,CRAVEN COUNTY FAMILY LITERACY PROGRAM - VFL,,(252) 244-3225,Five Star Center License,renee.harrell@craven.k12.nc.us,569 MCLAWHORN LANE,VANCEBORO,NC,28586,,,,NC,
25000518,Craven,GRAHAM A. BARDEN ELEMENTARY PRESCHOOL,,(252) 444-5100,Five Star Center License,,200 CEDAR DRIVE,HAVELOCK,NC,28532,,,,NC,
25000519,Craven,J. T. BARBER ELEMENTARY PRESCHOOL,,(252) 514-6460,Five Star Center License,erica.phillips@craven.k12.nc.us,1700 COBB STREET,NEW BERN,NC,28560,,,,NC,
25000532,Craven,DAYSPRING SCHOOL AGE CENTER,,(252) 635-9996,Five Star Center License,info@dayspringministriesofnewbern.org,420 FIRST STREET,NEW BERN,NC,28560,,PO BOX 15082,NEW BERN,NC,28561
25000534,Craven,3 C'S COX CHILDCARE CENTER,,(252) 288-5809,Five Star Center License,cathyc827@gmail.com,403 NINTH STREET,NEW BERN,NC,28562,,,,,
25000541,Craven,BEN D. QUINN ELEMENTARY SCHOOL,,(252) 514-6420,Five Star Center License,curtis.gatlin@cravenk12.org,4275 DR MARTIN LUTHER KING JR BLVD,NEW BERN,NC,28562,,,,NC,
25000558,Craven,BRIDGETON ELEMENTARY SCHOOL,,(252) 514-6425,Five Star Center License,melisa.thompson@cravenk12.org,230 BRANCH CANAL RD,NEW BERN,NC,28560,,,,NC,
25000559,Craven,KINGDOM ACADEMY,,(252) 631-5300,Probationary License,kingdomacademy253@gmail.com,590 NC HWY 55 W,NEW BERN,NC,28562,,,,NC,
25000563,Craven,EMBRACING DIFFERENCES CHILD CARE AND AFTER SCHOOL,,(252) 733-9110,Four Star Center License,embracingdifferences@aol.com,600 D FONTANA BLVD,HAVELOCK,NC,28532,,,,,
25000564,Craven,A STEP ABOVE LEARNING ACADEMY,,(252) 634-1734,Prov License,marthaevans304@gmail.com,603 GASTON BLVD,NEW BERN,NC,28560,,603 GASTON BLVD,NEW BERN,NC,28562
2550324,Craven,LITTLE HANDS DAY NURSERY,,(252) 638-1434,Five Star Center License,jeannie@littlehandsdaynursery.com,2314 ELIZABETH AVENUE,NEW BERN,NC,28562,,PO BOX 13435,NEW BERN,NC,28561
2555022,Craven,DUFFYFIELD CHILD DEVELOPMENT CENTER,,(252) 637-4119,Five Star Center License,maria.ward@coastalca.org,1200 MYRTLE AVENUE,NEW BERN,NC,28560,,PO BOX 729,NEWPORT,NC,28570
2555067,Craven,GODETTE CHILD DEVELOPMENT CENTER,,(252) 447-5059,Five Star Center License,barbara.gibson@coastalca.org,125 OLD GODETTE SCHOOL ROAD,HAVELOCK,NC,28532,,PO BOX 729,NEWPORT,NC,28570
26000011,Cumberland,SPRING LAKE HEAD START,,(919) 960-0776,Five Star Center License,janice.wright@ccap-inc.org,612 SAMUEL DRIVE,SPRING LAKE,NC,28390,,5135 MORGANTON RD,FAYETTEVILLE,NC,28314
26000063,Cumberland,STRICKLAND BRIDGE HEAD START,,(910) 424-8614,Five Star Center License,janice.wright@actionpathways.ngo,2767 STRICKLAND BRIDGE ROAD,FAYETTEVILLE,NC,28306,,5135 MORGANTON RD,FAYETTEVILLE,NC,28314
26000066,Cumberland,ANNIE'S DAY & NIGHT CARE,,(910) 487-0817,Four Star Center License,awilliamsbabe@aol.com,5371 SILVERPINE DRIVE,FAYETTEVILLE,NC,28303,,,,NC,
26000109,Cumberland,"RIVER COMMONS  #1, HEAD START",,(910) 323-5181,Five Star Center License,annie.kelly@ccap-inc.org,328 DEEP CREEK ROAD,FAYETTEVILLE,NC,28312,,5135 MORGANTON RD,FAYETTEVILLE,NC,28314
26000131,Cumberland,WONDER YEARS CHILD DEVELOPMENT CENTER,,(910) 487-2441,Five Star Center License,wonderyears94@yahoo.com,6340 CLIFFDALE ROAD,FAYETTEVILLE,NC,28314,,351 WAGONER DRIVE   SUITE 155,FAYETTEVILLE,NC,28303
26000188,Cumberland,PANDA DAY CARE & CREATIVE SCHOOL #2,,(910) 867-0038,Four Star Center License,panda12childcare@hotmail.com,874 S  REILLY ROAD,FAYETTEVILLE,NC,28314,,,,,
26000189,Cumberland,PANDA DAY CARE & CREATIVE SCHOOL,,(910) 487-4007,Four Star Center License,panda12childcare@hotmail.com,868 S  REILLY RD,FAYETTEVILLE,NC,28314,,,,,
26000193,Cumberland,"RIVER COMMONS #2,  HEAD START",,(910) 323-5181,Five Star Center License,janice.wright@ccap-inc.org,328 DEEP CREEK RD,FAYETTEVILLE,NC,28312,,5135 MORGANTON RD,FAYETTEVILLE,NC,28314
26000227,Cumberland,"PONDEROSA DAYCARE, LLC",,(910) 864-9061,Three Star Center License,michaelmathis700@hotmail.com,507 SANTA FE DR,FAYETTEVILLE,NC,28303,,,,,
26000232,Cumberland,ACADEME CHILD DEVELOPMENT CENTER,,(910) 486-7611,Three Star Center License,,1918 CENTER ST,FAYETTEVILLE,NC,28306,,2212 HANBURY LANE,FAYETTEVILLE,NC,28304
26000237,Cumberland,GENTLE CARE CHILD DEVELOPMENT,,(910) 860-0386,Five Star Center License,hbrown@nc.rr.com,7544 OVERBROOK DR,FAYETTEVILLE,NC,28303,,,,NC,
26000251,Cumberland,LIL' ANGELS DAY CARE,,(910) 425-9942,Four Star Center License,dmercedezbenz63@hotmail.com,1648 STRICKLAND BRIDGE ROAD,FAYETTEVILLE,NC,28304,,,,,
26000270,Cumberland,L.P.'S (LITTLE PEOPLES) CHILD DEVELOPMENT CENTER,,(910) 497-1080,Four Star Center License,gmcneill15@nc.rr.com,703 FRANCIS CT,SPRING LAKE,NC,28390,,,,,
26000274,Cumberland,NEW FOREVER YOUNG DAY CARE,,(910) 822-8443,Four Star Center License,newforeveryoungdaycare@gmail.com,707 MCARTHUR RD,FAYETTEVILLE,NC,28311,,6516 LAGOON DR,FAYETTEVILLE,NC,28314
26000281,Cumberland,HARVEST CHRISTIAN PRESCHOOL,,(910) 433-3036,Four Star Center License,harvestpreparatory@cumberlandchristiancenter.cc,109 S  PLYMOUTH ST,FAYETTEVILLE,NC,28301,,PO  BOX 2391,FAYETTEVILLE,NC,28301
26000354,Cumberland,HAY-BRANSON HEAD START,,(910) 485-4093,Five Star Center License,janice.wright@actionpathways.ngo,925 DAVIS COURT,FAYETTEVILLE,NC,28305,,5135 MORGANTON RD,FAYETTEVILLE,NC,28314
26000381,Cumberland,KIDDIE WORLD DAY CARE HOME,,(910) 860-3908,Four Star Center License,boobinyard@aol.com,930 SHANNON DR,FAYETTEVILLE,NC,28303,,,,,
26000455,Cumberland,SALEM UNITED METHODIST PRESCHOOL & CHILDCARE,,(910) 484-9860,GS 110-106,salempreschool919@gmail.com,2165 MIDDLE ROAD,EASTOVER,NC,28312,,,,,
26000513,Cumberland,"WEE WONDERS CHRISTIAN DAY CARE, LLC.",,(910) 486-8319,Four Star Center License,wteets7753@aol.com,6658 CLINTON ROAD,STEDMAN,NC,28391,,,,,
26000533,Cumberland,"SANDY RIDGE CHILD CARE, INC.",,(910) 484-1060,Five Star Center License,emalinethompson@yahoo.com,2514 SAND HILLS ROAD,FAYETTEVILLE,NC,28306,,,,,
26000554,Cumberland,DONNA'S DAY CARE AND LEARNING CENTER,,(910) 868-5415,Three Star Center License,,272 BONANZA DRIVE,FAYETTEVILLE,NC,28303,,,,,
26000559,Cumberland,TOPEKA HEIGHTS HEAD START,,(910) 425-8733,Five Star Center License,janice.wright@actionpathways.ngo,3240 CAMDEN ROAD,FAYETTEVILLE,NC,28306,,5135 MORGANTON RD,FAYETTEVILLE,NC,28314
26000591,Cumberland,BURNS CHILD CARE & PRESCHOOL CENTER,,(910) 323-9682,Four Star Center License,burnsdaycare@earthlink.net,3131 BORDEAUX PARK DR,FAYETTEVILLE,NC,28306,,,,,
26000661,Cumberland,ET EARLY CHILDHOOD DEVELOPMENT CENTER,,(910) 436-8072,Four Star Center License,,1317 N BRAGG BLVD,SPRING LAKE,NC,28390,,PO BOX 2,SPRING LAKE,NC,28390
26000709,Cumberland,CREATIVE ENHANCEMENT DAY CARE,,(910) 630-2330,Three Star Center License,,1509 SHAW RD,FAYETTEVILLE,NC,28311,,,,,
26000716,Cumberland,SHANA'S CHILD DEVELOPMENT CENTER,,(910) 867-2125,Four Star Center License,scothra@yahoo.com,6249 BRISTOL DR,FAYETTEVILLE,NC,28314,,P O BOX 25552,FAYETTEVILLE,NC,28314
26000756,Cumberland,NEW LIFE CHILD DEVELOPMENT CENTER #2,,(910) 868-9640,GS 110-106,,1420 HOKE LOOP RD,FAYETTEVILLE,NC,28314,,1420 HOKE LOOP RD,FAYETTEVILLE,NC,28314
26000794,Cumberland,THE NEW DIMENSION CHILD CARE,,(910) 429-0044,Four Star Center License,,2102 HOPE MILLS RD,FAYETTEVILLE,NC,28304,,6516 LAGOON DR,FAYETTEVILLE,NC,28314
26000832,Cumberland,RUZIE CHILDCARE,,(910) 257-7615,Four Star Center License,ruziechildcare@aol.com,1263 BROMLEY DRIVE,FAYETTEVILLE,NC,28303,,,,,
26000886,Cumberland,PANDA DAY CARE & CREATIVE SCHOOL III,,(910) 868-0909,Four Star Center License,,260 MEED ST,FAYETTEVILLE,NC,28303,,,,,
26000924,Cumberland,LAKE RIM HEAD START,,(910) 864-2696,Five Star Center License,annie.kelly@ccap-inc.org,1054 RIM RD,FAYETTEVILLE,NC,28314,,5135 MORGANTON RD,FAYETTEVILLE,NC,28314
26000934,Cumberland,COZY CORNER CHILD CARE,,(910) 488-2259,Five Star Center License,cozyandjsu@aol.com,5329 RAMSEY STREET SUITE 33,FAYETTEVILLE,NC,28311,,,,,
26000954,Cumberland,DIANE'S CHILD CARE AND LEARNING CENTER INC.,,(910) 829-9053,Four Star Center License,,1928 SIMON ST,FAYETTEVILLE,NC,28312,,,,,
26000956,Cumberland,V I P CHILDCARE AND LEARNING CENTER,,(910) 487-0005,Five Star Center License,,7060 RAEFORD RD,FAYETTEVILLE,NC,28304,,,,,
26000969,Cumberland,HEAVENLY HOST OF ANGELS CHILD CARE #2,,(910) 433-2517,Three Star Center License,,330 WORTH ST,FAYETTEVILLE,NC,28301,,PO BOX 1525,FAYETTEVILLE,NC,28302
26001040,Cumberland,BAL PERAZIM CHILD CARE CENTER,,(910) 487-4072,Five Star Center License,seacotton27@gmail.com,4920 MANOS ST,FAYETTEVILLE,NC,28303,,4921 BRAGG BLVD,FAYETTEVILLE,NC,28303
26001050,Cumberland,FARMERS DAY CARE,,(910) 527-6501,Four Star Center License,farmerdaycare@yahoo.com,917 SPELLMAN DR,FAYETTEVILLE,NC,28311,,,,,
26001078,Cumberland,MS CAROLYN'S CHILD CARE,,(910) 425-6266,Four Star Center License,mscarolyns6266@gmail.com,2590 CUMBERLAND CREEK DR,FAYETTEVILLE,NC,28306,,5994 SNOW GOOSE CT,FAYETTEVILLE,NC,28304
26001112,Cumberland,FTCC'S CHILDREN'S CENTER,,(910) 678-8560,Five Star Center License,paschala@faytechcc.edu,2201 HULL RD,FAYETTEVILLE,NC,28303,,P O BOX 35236,FAYETTEVILLE,NC,28303
26001133,Cumberland,VILLAGE BAPTIST PRESCHOOL,,(910) 486-5544,GS 110-106,daycare@villagebc.org,906 S MCPHERSON CHURCH ROAD,FAYETTEVILLE,NC,28303,,,,NC,
26001134,Cumberland,CHILDCARE NETWORK #109,,(910) 424-0492,Five Star Center License,cni109@cnikids.com,5791 PEPPERBUSH RD,FAYETTEVILLE,NC,28304,,,,,
26001135,Cumberland,CHILDCARE NETWORK #110,,(910) 867-6544,Five Star Center License,cni110@cnikids.com,6905 RAEFORD RD,FAYETTEVILLE,NC,28304,,1301 D 13TH STREET,COLUMBUS,GA,31901
26001142,Cumberland,BONANZA PRESCHOOL & YOUTH CENTER,,(910) 487-5323,Four Star Center License,lboney20@hotmail.com,247 BONANZA DR,FAYETTEVILLE,NC,28303,,,,NC,
26001147,Cumberland,EARLENE'S HOME DAY CARE,,(910) 868-9702,Five Star Center License,EBW26APR2000@AOL.COM,818 A BEDROCK DR,FAYETTEVILLE,NC,28303,,818 A BEDROCK DR,FAYETTEVILLE,NC,28303
26001183,Cumberland,LOVING ARMS DAY CARE HOME,,(910) 488-1857,Four Star Center License,lovingarms123@aol.com,4455 RUBY ROAD,FAYETTEVILLE,NC,28311,,,,,
26001236,Cumberland,FIRST STEPS CHILDCARE & LEARNING CENTER,,(910) 423-4333,Four Star Center License,pennysweat@embarqmail.com,3437 N MAIN ST,HOPE MILLS,NC,28348,,PO BOX 1197,HOPE MILLS,NC,28348
26001237,Cumberland,SNYDER MEMORIAL PRESCHOOL AND LEARNING CENTER,,(910) 484-5067,Five Star Center License,LatoyaM@snydermbc.com,701 WESTMONT DRIVE,FAYETTEVILLE,NC,28305,,,,,
26001238,Cumberland,BEREAN BAPTIST ACADEMY PRESCHOOL,,(910) 868-2511,GS 110-106,sandra.adams@bbafnc.org,518 GLENSFORD DRIVE,FAYETTEVILLE,NC,28314,,,,NC,
26001244,Cumberland,E. E. MILLER HEAD START,,(910) 485-6129,Five Star Center License,annie.kelly@ccap-inc.org,1361 RIM ROAD,FAYETTEVILLE,NC,28314,,5135 MORGANTON RD,FAYETTEVILLE,NC,28314
26001283,Cumberland,KIDZ KASTLE,,(910) 426-3557,Four Star Center License,kidzkastle03@yahoo.com,4820 CAMDEN ROAD,FAYETTEVILLE,NC,28306,,,,NC,
26001316,Cumberland,TINY TOTS CHILDCARE,,(910) 867-0034,Four Star Center License,melanielittle2010@hotmail.com,1113 CHESTNUT WOOD DRIVE,FAYETTEVILLE,NC,28314,,,,,
26001347,Cumberland,"PAMPER, HUGS & LUV'S LEARNING CENTER INC.",,(910) 424-4646,Five Star Center License,pamperhugsluvs1@yahoo.com,634 SAND HILL RD,HOPE MILLS,NC,28348,,PO  BOX 627,HOPE MILLS,NC,28348
26001406,Cumberland,NEW LIFE BAPTIST DAYCARE AND PRESCHOOL,,(910) 424-4580,GS 110-106,newlifedcps@gmail.com,6501 CAMDEN RD,FAYETTEVILLE,NC,28306,,PO BOX 622,HOPE MILLS,NC,28348
26001411,Cumberland,RUBY'S PLACE TWO DAY CARE,,(910) 482-8871,Three Star Center License,rubywbigboss@gmail.com,5401 MURCHISON RD,FAYETTEVILLE,NC,28311,,,,,
26001413,Cumberland,DEE'S LOVING DAY CARE #2,,(910) 323-2877,Three Star Center License,madeartwo@yahoo.com,720 WEISS AVE,FAYETTEVILLE,NC,28305,,,,,
26001432,Cumberland,"ROWE'S CHILD CARE CENTER, LLC",,(910) 822-6771,Five Star Center License,arnetharowe@yahoo.com,1805 PAMALEE DRIVE,FAYETTEVILLE,NC,28301,,,,,
26001449,Cumberland,EASTER SEALS UCP DOROTHY SPAINHOUR CENTER,,(910) 483-7283,Five Star Center License,info@nc.eastersealsucp.com,223 HULL ROAD,FAYETTEVILLE,NC,28303,,,,,
26001460,Cumberland,"GROWING MINDS DAY CARE AND PRESCHOOL ACADEMY, LLC",,(910) 826-3751,Three Star Center License,,5303 YADKIN ROAD,FAYETTEVILLE,NC,28303,,,,NC,
